seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	58987953	58988192	240	*	X32415	55663	58987795	58992597	4803	+	0	inside	157	ZNF446
chr19	59054360	59054447	88	*	X32423	10155	59055836	59062082	6247	+	1388	upstream	1388	TRIM28
chr19	59054535	59054554	20	*	X32424	10155	59055836	59062082	6247	+	1281	upstream	1281	TRIM28
chr19	59066916	59067080	165	*	X32428	27243	59062933	59066486	3554	-	429	upstream	429	CHMP2A
chr19	59067575	59067709	135	*	X32429	27243	59062933	59066486	3554	-	1088	upstream	1088	CHMP2A
chr19	59067678	59067709	32	*	X32430	27243	59062933	59066486	3554	-	1191	upstream	1191	CHMP2A
chr19	59067845	59068039	195	*	X32431	27243	59062933	59066486	3554	-	1358	upstream	1358	CHMP2A
chr19	59067845	59068039	195	*	X32432	27243	59062933	59066486	3554	-	1358	upstream	1358	CHMP2A
chr19	59068550	59069030	481	*	X32433	100131691	59070553	59086164	15612	+	1522	upstream	1522	MZF1-AS1
chr19	59068550	59068799	250	*	X32434	100131691	59070553	59086164	15612	+	1753	upstream	1753	MZF1-AS1
chr19	59070860	59070964	105	*	X32435	9040	59067079	59070343	3265	-	516	upstream	516	UBE2M
chr19	59071460	59071579	120	*	X32436	9040	59067079	59070343	3265	-	1116	upstream	1116	UBE2M
chr19	59071476	59071579	104	*	X32437	9040	59067079	59070343	3265	-	1132	upstream	1132	UBE2M
chr19	59072150	59072194	45	*	X32438	9040	59067079	59070343	3265	-	1806	upstream	1806	UBE2M
chr2	46778	46819	42	*	X32441	642273	38814	46588	7775	-	189	upstream	189	FAM110C
chr2	47795	47914	120	*	X32442	642273	38814	46588	7775	-	1206	upstream	1206	FAM110C
chr2	47795	47914	120	*	X32443	642273	38814	46588	7775	-	1206	upstream	1206	FAM110C
chr2	264227	264331	105	*	X32445	52	264869	278282	13414	+	537	upstream	537	ACP1
chr2	264363	264552	190	*	X32446	52	264869	278282	13414	+	316	upstream	316	ACP1
chr2	264363	264552	190	*	X32446	26751	218136	264810	46675	-	0	inside	257	SH3YL1
chr2	3606213	3606222	10	*	X32466	100506054	3605976	3609340	3365	+	0	inside	236	RNASEH1-AS1
chr2	3606213	3606222	10	*	X32466	246243	3592691	3605940	13250	-	272	upstream	272	RNASEH1
chr2	3621991	3622125	135	*	X32467	6201	3622853	3628509	5657	+	727	upstream	727	RPS7
chr2	7059251	7059415	165	*	X32478	386597	7052407	7058813	6407	-	437	upstream	437	RNF144A-AS1
chr2	8977878	8977922	45	*	X32521	57498	8865690	8977755	112066	-	122	upstream	122	KIDINS220
chr2	9697485	9697604	120	*	X32556	6868	9629411	9695917	66507	-	1567	upstream	1567	ADAM17
chr2	9697485	9697604	120	*	X32557	6868	9629411	9695917	66507	-	1567	upstream	1567	ADAM17
chr2	9771855	9771974	120	*	X32563	10971	9724106	9771106	47001	-	748	upstream	748	YWHAQ
chr2	9771855	9771974	120	*	X32564	10971	9724106	9771106	47001	-	748	upstream	748	YWHAQ
chr2	10182912	10182993	82	*	X32610	8462	10183682	10194963	11282	+	688	upstream	688	KLF11
chr2	10183162	10183251	90	*	X32611	8462	10183682	10194963	11282	+	430	upstream	430	KLF11
chr2	10261301	10261420	120	*	X32621	6241	10262695	10271546	8852	+	1274	upstream	1274	RRM2
chr2	10281356	10281490	135	*	X32626	348738	10281981	10350942	68962	+	490	upstream	490	NA
chr2	10441021	10441185	165	*	X32646	3241	10443030	10567743	124714	+	1844	upstream	1844	HPCAL1
chr2	10441356	10441415	60	*	X32647	3241	10443030	10567743	124714	+	1614	upstream	1614	HPCAL1
chr2	10442146	10442355	210	*	X32648	3241	10443030	10567743	124714	+	674	upstream	674	HPCAL1
chr2	10442146	10442192	47	*	X32649	3241	10443030	10567743	124714	+	837	upstream	837	HPCAL1
chr2	10442551	10442700	150	*	X32650	3241	10443030	10567743	124714	+	329	upstream	329	HPCAL1
chr2	10589587	10589796	210	*	X32677	4953	10580508	10588453	7946	-	1133	upstream	1133	ODC1
chr2	10861410	10861514	105	*	X32690	245973	10861775	10925236	63462	+	260	upstream	260	ATP6V1C2
chr2	11605932	11606066	135	*	X32716	1876	11584501	11606303	21803	-	0	inside	236	E2F6
chr2	12856119	12856238	120	*	X32728	28951	12856998	12882858	25861	+	759	upstream	759	TRIB2
chr2	16846587	16846835	249	*	X32740	81553	16730730	16847134	116405	-	0	inside	298	FAM49A
chr2	16847254	16847361	108	*	X32741	81553	16730730	16847134	116405	-	119	upstream	119	FAM49A
chr2	16847345	16847361	17	*	X32742	81553	16730730	16847134	116405	-	210	upstream	210	FAM49A
chr2	16847482	16847566	85	*	X32743	81553	16730730	16847134	116405	-	347	upstream	347	FAM49A
chr2	16847482	16847560	79	*	X32744	81553	16730730	16847134	116405	-	347	upstream	347	FAM49A
chr2	17721085	17721234	150	*	X32747	7447	17721807	17837706	115900	+	572	upstream	572	VSNL1
chr2	17721861	17721920	60	*	X32748	7447	17721807	17837706	115900	+	0	inside	53	VSNL1
chr2	20190041	20190175	135	*	X32766	57539	20110029	20189884	79856	-	156	upstream	156	WDR35
chr2	20251895	20251963	69	*	X32767	9741	20232411	20251789	19379	-	105	upstream	105	LAPTM4A
chr2	20252775	20252864	90	*	X32768	9741	20232411	20251789	19379	-	985	upstream	985	LAPTM4A
chr2	20425274	20425408	135	*	X32778	6382	20400558	20425194	24637	-	79	upstream	79	SDC1
chr2	20551733	20551807	75	*	X32785	23369	20448453	20550463	102011	-	1269	upstream	1269	PUM2
chr2	20551733	20551807	75	*	X32786	23369	20448453	20550463	102011	-	1269	upstream	1269	PUM2
chr2	23607103	23607237	135	*	X32821	114818	23608298	23931483	323186	+	1060	upstream	1060	KLHL29
chr2	23607103	23607237	135	*	X32822	114818	23608298	23931483	323186	+	1060	upstream	1060	KLHL29
chr2	24272233	24272322	90	*	X32839	80304	24252206	24270296	18091	-	1936	upstream	1936	WDCP
chr2	24272233	24272322	90	*	X32839	2281	24272584	24286550	13967	+	261	upstream	261	FKBP1B
chr2	24300958	24301092	135	*	X32840	51639	24290454	24299314	8861	-	1643	upstream	1643	SF3B6
chr2	24308353	24308457	105	*	X32841	9540	24300303	24308085	7783	-	267	upstream	267	TP53I3
chr2	24308353	24308400	48	*	X32842	9540	24300303	24308085	7783	-	267	upstream	267	TP53I3
chr2	25142016	25142165	150	*	X32850	109	25042039	25142055	100017	-	0	overlapStart	0	ADCY3
chr2	25264814	25264823	10	*	X32851	22979	25264973	25382004	117032	+	149	upstream	149	EFR3B
chr2	25565900	25566004	105	*	X32866	1788	25455830	25565459	109630	-	440	upstream	440	DNMT3A
chr2	26205249	26205353	105	*	X32871	3797	26149455	26205443	55989	-	0	inside	89	KIF3C
chr2	26395026	26395115	90	*	X32879	150946	26395960	26412532	16573	+	844	upstream	844	GAREM2
chr2	26784603	26784707	105	*	X32889	339778	26785481	26802397	16917	+	773	upstream	773	FAM166C
chr2	26784603	26784707	105	*	X32890	339778	26785481	26802397	16917	+	773	upstream	773	FAM166C
chr2	27070571	27070690	120	*	X32906	56896	27070969	27173219	102251	+	278	upstream	278	DPYSL5
chr2	27193368	27193548	181	*	X32910	22924	27193525	27250087	56563	+	0	overlapStart	0	MAPRE3
chr2	27294791	27294932	142	*	X32918	100128731	27293342	27294567	1226	-	223	upstream	223	OST4
chr2	27309639	27309680	42	*	X32919	3795	27309611	27323619	14009	+	0	inside	27	KHK
chr2	27440066	27440162	97	*	X32921	790	27440258	27466654	26397	+	95	upstream	95	CAD
chr2	27594423	27594512	90	*	X32936	8890	27587219	27593324	6106	-	1098	upstream	1098	EIF2B4
chr2	27632718	27632822	105	*	X32941	5496	27604066	27632550	28485	-	167	upstream	167	PPM1G
chr2	27665315	27665325	11	*	X32942	200634	27665233	27669348	4116	+	0	inside	81	KRTCAP3
chr2	27805511	27805645	135	*	X32943	84450	27805836	27858101	52266	+	190	upstream	190	ZNF512
chr2	28114512	28114601	90	*	X32951	64080	28004266	28113223	108958	-	1288	upstream	1288	RBKS
chr2	28114512	28114601	90	*	X32951	100302650	28112323	28113981	1659	-	530	upstream	530	BABAM2-AS1
chr2	28613608	28613742	135	*	X32970	2355	28615669	28639445	23777	+	1926	upstream	1926	FOSL2
chr2	28613618	28613742	125	*	X32971	2355	28615669	28639445	23777	+	1926	upstream	1926	FOSL2
chr2	28614538	28614657	120	*	X32972	2355	28615669	28639445	23777	+	1011	upstream	1011	FOSL2
chr2	29093592	29093726	135	*	X33011	55006	29072688	29093175	20488	-	416	upstream	416	TRMT61B
chr2	33171400	33171519	120	*	X33034	4052	33172369	33624575	452207	+	849	upstream	849	LTBP1
chr2	36584411	36584515	105	*	X33048	100288911	36581892	36582713	822	-	1697	upstream	1697	CRIM1-DT
chr2	36825371	36825388	18	*	X33058	9637	36779404	36825332	45929	-	38	upstream	38	FEZ2
chr2	37195052	37195171	120	*	X33062	6801	37064841	37193615	128775	-	1436	upstream	1436	STRN
chr2	37384251	37384340	90	*	X33066	5610	37332284	37384190	51907	-	60	upstream	60	EIF2AK2
chr2	37384414	37384533	120	*	X33067	5610	37332284	37384190	51907	-	223	upstream	223	EIF2AK2
chr2	37384414	37384533	120	*	X33068	5610	37332284	37384190	51907	-	223	upstream	223	EIF2AK2
chr2	38151723	38151812	90	*	X33072	151393	38152462	38294285	141824	+	649	upstream	649	RMDN2
chr2	38303984	38304103	120	*	X33073	1545	38294746	38303323	8578	-	660	upstream	660	CYP1B1
chr2	38604703	38605021	319	*	X33078	64225	38522029	38604432	82404	-	270	upstream	270	ATL2
chr2	38978650	38978761	112	*	X33082	79833	38978676	39009106	30431	+	0	overlapStart	0	GEMIN6
chr2	38978650	38978761	112	*	X33082	6432	38970741	38978636	7896	-	13	upstream	13	SRSF7
chr2	38979077	38979211	135	*	X33083	6432	38970741	38978636	7896	-	440	upstream	440	SRSF7
chr2	38979077	38979211	135	*	X33084	6432	38970741	38978636	7896	-	440	upstream	440	SRSF7
chr2	39352050	39352051	2	*	X33086	6654	39208690	39351486	142797	-	563	upstream	563	SOS1
chr2	39665311	39665354	44	*	X33087	8491	39476407	39664453	188047	-	857	upstream	857	MAP4K3
chr2	43454320	43454424	105	*	X33147	100129726	43454350	43455994	1645	+	0	overlapStart	0	LINC01126
chr2	43454320	43454424	105	*	X33147	678	43449541	43453745	4205	-	574	upstream	574	ZFP36L2
chr2	44394960	44395139	180	*	X33166	5495	44396000	44471523	75524	+	860	upstream	860	PPM1B
chr2	44590442	44590531	90	*	X33169	9581	44544748	44589001	44254	-	1440	upstream	1440	PREPL
chr2	45168051	45168155	105	*	X33172	6496	45169037	45173216	4180	+	881	upstream	881	SIX3
chr2	45168597	45168716	120	*	X33173	6496	45169037	45173216	4180	+	320	upstream	320	SIX3
chr2	45168597	45168653	57	*	X33174	6496	45169037	45173216	4180	+	383	upstream	383	SIX3
chr2	45169092	45169181	90	*	X33175	6496	45169037	45173216	4180	+	0	inside	54	SIX3
chr2	45236941	45237135	195	*	X33177	10736	45232324	45236542	4219	-	398	upstream	398	SIX2
chr2	45237124	45237135	12	*	X33178	10736	45232324	45236542	4219	-	581	upstream	581	SIX2
chr2	45839381	45839485	105	*	X33184	55133	45615819	45838433	222615	-	947	upstream	947	SRBD1
chr2	45879124	45879258	135	*	X33186	5581	45879043	46415129	536087	+	0	inside	80	PRKCE
chr2	46925367	46925501	135	*	X33226	9655	46926099	46989927	63829	+	597	upstream	597	SOCS5
chr2	46925367	46925501	135	*	X33227	9655	46926099	46989927	63829	+	597	upstream	597	SOCS5
chr2	46925637	46925726	90	*	X33228	9655	46926099	46989927	63829	+	372	upstream	372	SOCS5
chr2	46925637	46925726	90	*	X33229	9655	46926099	46989927	63829	+	372	upstream	372	SOCS5
chr2	46925831	46925995	165	*	X33230	9655	46926099	46989927	63829	+	103	upstream	103	SOCS5
chr2	47142340	47142412	73	*	X33249	57217	47143296	47303275	159980	+	883	upstream	883	TTC7A
chr2	47169438	47169557	120	*	X33251	90411	47129009	47168994	39986	-	443	upstream	443	MCFD2
chr2	47596292	47596354	63	*	X33299	4072	47596287	47614167	17881	+	0	inside	4	EPCAM
chr2	48010045	48010088	44	*	X33307	2956	48010221	48034092	23872	+	132	upstream	132	MSH6
chr2	48134799	48134888	90	*	X33309	80204	48034059	48132932	98874	-	1866	upstream	1866	FBXO11
chr2	48134833	48134888	56	*	X33310	80204	48034059	48132932	98874	-	1900	upstream	1900	FBXO11
chr2	54342139	54342258	120	*	X33329	98	54342410	54532435	190026	+	151	upstream	151	ACYP2
chr2	54557733	54557912	180	*	X33334	129852	54558071	54588714	30644	+	158	upstream	158	C2orf73
chr2	55277861	55278096	236	*	X33355	57142	55199327	55277734	78408	-	126	upstream	126	RTN4
chr2	55279702	55279836	135	*	X33356	57142	55199327	55277734	78408	-	1967	upstream	1967	RTN4
chr2	55279702	55279836	135	*	X33357	57142	55199327	55277734	78408	-	1967	upstream	1967	RTN4
chr2	55646695	55646835	141	*	X33362	55704	55514978	55647057	132080	-	0	inside	221	CCDC88A
chr2	61108040	61108129	90	*	X33390	5966	61108752	61150178	41427	+	622	upstream	622	REL
chr2	61110110	61110244	135	*	X33391	400957	61074895	61108449	33555	-	1660	upstream	1660	LINC01185
chr2	61110110	61110244	135	*	X33392	400957	61074895	61108449	33555	-	1660	upstream	1660	LINC01185
chr2	62082034	62082153	120	*	X33402	84140	62051983	62081278	29296	-	755	upstream	755	FAM161A
chr2	62422529	62422633	105	*	X33403	10678	62423262	62451866	28605	+	628	upstream	628	B3GNT2
chr2	62423080	62423110	31	*	X33404	10678	62423262	62451866	28605	+	151	upstream	151	B3GNT2
chr2	64246706	64246999	294	*	X33452	51542	64119667	64246214	126548	-	491	upstream	491	VPS54
chr2	64681051	64681133	83	*	X33464	29094	64681327	64688517	7191	+	193	upstream	193	LGALSL
chr2	64833622	64833756	135	*	X33465	339807	64834446	64843616	9171	+	689	upstream	689	LINC02579
chr2	65283155	65283259	105	*	X33498	23177	65283495	65314142	30648	+	235	upstream	235	CEP68
chr2	65357883	65357973	91	*	X33502	5861	65313988	65357435	43448	-	447	upstream	447	RAB1A
chr2	65660061	65660142	82	*	X33516	200734	65537985	65659656	121672	-	404	upstream	404	SPRED2
chr2	68481006	68481078	73	*	X33523	5534	68405989	68479651	73663	-	1354	upstream	1354	PPP3R1
chr2	69240059	69240083	25	*	X33526	84168	69240276	69476459	236184	+	192	upstream	192	ANTXR1
chr2	70141260	70141379	120	*	X33538	4084	70142173	70170076	27904	+	793	upstream	793	MXD1
chr2	70352394	70352618	225	*	X33549	100133985	70351168	70352448	1281	-	0	overlapStart	0	LINC01816
chr2	70352394	70352618	225	*	X33550	100133985	70351168	70352448	1281	-	0	overlapStart	0	LINC01816
chr2	70529375	70529398	24	*	X33560	84908	70523108	70529220	6113	-	154	upstream	154	FAM136A
chr2	70531115	70531177	63	*	X33561	84908	70523108	70529220	6113	-	1894	upstream	1894	FAM136A
chr2	70782102	70782221	120	*	X33573	7039	70674412	70781147	106736	-	954	upstream	954	TGFA
chr2	70782102	70782221	120	*	X33574	7039	70674412	70781147	106736	-	954	upstream	954	TGFA
chr2	71204286	71204324	39	*	X33586	79998	71205575	71212629	7055	+	1250	upstream	1250	ANKRD53
chr2	71295413	71295427	15	*	X33590	55577	71295408	71305998	10591	+	0	inside	4	NAGK
chr2	71454652	71454756	105	*	X33594	400961	71409868	71454233	44366	-	418	upstream	418	PAIP2B
chr2	71502747	71502764	18	*	X33595	27332	71503723	71662191	158469	+	958	upstream	958	ZNF638
chr2	71503935	71504039	105	*	X33596	27332	71503723	71662191	158469	+	0	inside	211	ZNF638
chr2	71679483	71679677	195	*	X33597	8291	71680753	71913893	233141	+	1075	upstream	1075	DYSF
chr2	71680036	71680155	120	*	X33598	8291	71680753	71913893	233141	+	597	upstream	597	DYSF
chr2	71680036	71680155	120	*	X33599	8291	71680753	71913893	233141	+	597	upstream	597	DYSF
chr2	72375099	72375124	26	*	X33639	56603	72356367	72374991	18625	-	107	upstream	107	CYP26B1
chr2	72376584	72376733	150	*	X33640	56603	72356367	72374991	18625	-	1592	upstream	1592	CYP26B1
chr2	72376584	72376733	150	*	X33641	56603	72356367	72374991	18625	-	1592	upstream	1592	CYP26B1
chr2	73459943	73460062	120	*	X33668	10574	73461364	73480150	18787	+	1301	upstream	1301	CCT7
chr2	73459943	73460062	120	*	X33668	84279	73455134	73460356	5223	-	0	inside	293	PRADC1
chr2	73459943	73460012	70	*	X33669	10574	73461364	73480150	18787	+	1351	upstream	1351	CCT7
chr2	73460082	73460201	120	*	X33670	10574	73461364	73480150	18787	+	1162	upstream	1162	CCT7
chr2	73460082	73460201	120	*	X33670	84279	73455134	73460356	5223	-	0	inside	154	PRADC1
chr2	74152928	74153043	116	*	X33676	1716	74153953	74186088	32136	+	909	upstream	909	DGUOK
chr2	74374126	74374200	75	*	X33683	100507171	74375108	74379516	4409	+	907	upstream	907	BOLA3-AS1
chr2	74375142	74375199	58	*	X33684	100507171	74375108	74379516	4409	+	0	inside	33	BOLA3-AS1
chr2	74375142	74375199	58	*	X33684	388962	74362528	74375039	12512	-	102	upstream	102	BOLA3
chr2	74649002	74649121	120	*	X33688	84058	74648885	74652882	3998	+	0	inside	116	WDR54
chr2	74684778	74684821	44	*	X33697	23559	74685527	74688018	2492	+	705	upstream	705	WBP1
chr2	74684912	74685061	150	*	X33698	23559	74685527	74688018	2492	+	465	upstream	465	WBP1
chr2	74693205	74693232	28	*	X33701	7841	74688184	74692537	4354	-	667	upstream	667	MOGS
chr2	74708822	74708971	150	*	X33702	64427	74710200	74721691	11492	+	1228	upstream	1228	TTC31
chr2	74708822	74708971	150	*	X33703	64427	74710200	74721691	11492	+	1228	upstream	1228	TTC31
chr2	74711466	74711570	105	*	X33704	84865	74699085	74710357	11273	-	1108	upstream	1108	CCDC142
chr2	74711466	74711570	105	*	X33705	84865	74699085	74710357	11273	-	1108	upstream	1108	CCDC142
chr2	74728168	74728287	120	*	X33706	151534	74729744	74732192	2449	+	1456	upstream	1456	LBX2-AS1
chr2	74728948	74729112	165	*	X33707	151534	74729744	74732192	2449	+	631	upstream	631	LBX2-AS1
chr2	74728948	74729112	165	*	X33708	151534	74729744	74732192	2449	+	631	upstream	631	LBX2-AS1
chr2	74729218	74729397	180	*	X33709	151534	74729744	74732192	2449	+	346	upstream	346	LBX2-AS1
chr2	74729218	74729372	155	*	X33710	151534	74729744	74732192	2449	+	371	upstream	371	LBX2-AS1
chr2	74730928	74731047	120	*	X33711	85474	74724644	74730443	5800	-	484	upstream	484	LBX2
chr2	74730928	74731047	120	*	X33712	85474	74724644	74730443	5800	-	484	upstream	484	LBX2
chr2	74732326	74732345	20	*	X33713	85474	74724644	74730443	5800	-	1882	upstream	1882	LBX2
chr2	74735736	74735855	120	*	X33714	84759	74732170	74734821	2652	-	914	upstream	914	PCGF1
chr2	74735736	74735855	120	*	X33715	84759	74732170	74734821	2652	-	914	upstream	914	PCGF1
chr2	74757698	74757768	71	*	X33716	550	74753775	74756974	3200	-	723	upstream	723	AUP1
chr2	74758234	74758323	90	*	X33717	550	74753775	74756974	3200	-	1259	upstream	1259	AUP1
chr2	74758234	74758323	90	*	X33718	550	74753775	74756974	3200	-	1259	upstream	1259	AUP1
chr2	74781050	74781289	240	*	X33719	84695	74759946	74781062	21117	-	0	overlapStart	0	LOXL3
chr2	74781755	74781823	69	*	X33720	84695	74759946	74781062	21117	-	692	upstream	692	LOXL3
chr2	74876171	74876236	66	*	X33723	130951	74785010	74875457	90448	-	713	upstream	713	M1AP
chr2	75186023	75186187	165	*	X33729	56655	75185775	75196859	11085	+	0	inside	247	POLE4
chr2	85108244	85108378	135	*	X33740	129293	85048791	85108369	59579	-	0	overlapStart	0	TRABD2A
chr2	85132106	85132122	17	*	X33742	9168	85132763	85133799	1037	+	640	upstream	640	TMSB10
chr2	85359213	85359317	105	*	X33768	83439	85360583	85537511	176929	+	1265	upstream	1265	TCF7L1
chr2	85359213	85359317	105	*	X33769	83439	85360583	85537511	176929	+	1265	upstream	1265	TCF7L1
chr2	85645962	85646065	104	*	X33780	284948	85646054	85664152	18099	+	0	overlapStart	0	SH2D6
chr2	85765279	85765398	120	*	X33805	4144	85766101	85772403	6303	+	702	upstream	702	MAT2A
chr2	85821330	85821346	17	*	X33811	51255	85822837	85824831	1995	+	1490	upstream	1490	RNF181
chr2	85828547	85828681	135	*	X33812	10713	85829965	85876407	46443	+	1283	upstream	1283	USP39
chr2	85828592	85828681	90	*	X33813	10713	85829965	85876407	46443	+	1283	upstream	1283	USP39
chr2	85829093	85829131	39	*	X33814	10713	85829965	85876407	46443	+	833	upstream	833	USP39
chr2	85829093	85829317	225	*	X33815	10713	85829965	85876407	46443	+	647	upstream	647	USP39
chr2	85980807	85981046	240	*	X33824	84913	85980909	86018506	37598	+	0	overlapStart	0	ATOH8
chr2	85981167	85981301	135	*	X33825	84913	85980909	86018506	37598	+	0	inside	257	ATOH8
chr2	87035369	87035503	135	*	X33848	925	87011728	87035519	23792	-	0	inside	15	CD8A
chr2	88989721	88989840	120	*	X33861	22934	88991176	89050452	59277	+	1335	upstream	1335	RPIA
chr2	88989779	88989840	62	*	X33862	22934	88991176	89050452	59277	+	1335	upstream	1335	RPIA
chr2	96675388	96675492	105	*	X33888	729234	96676299	96688884	12586	+	806	upstream	806	FAHD2CP
chr2	96675467	96675492	26	*	X33889	729234	96676299	96688884	12586	+	806	upstream	806	FAHD2CP
chr2	96675868	96675892	25	*	X33890	729234	96676299	96688884	12586	+	406	upstream	406	FAHD2CP
chr2	96782354	96782378	25	*	X33895	151	96778623	96781888	3266	-	465	upstream	465	ADRA2B
chr2	96783164	96783302	139	*	X33896	151	96778623	96781888	3266	-	1275	upstream	1275	ADRA2B
chr2	96783164	96783302	139	*	X33897	151	96778623	96781888	3266	-	1275	upstream	1275	ADRA2B
chr2	96783873	96783977	105	*	X33898	151	96778623	96781888	3266	-	1984	upstream	1984	ADRA2B
chr2	96804078	96804512	435	*	X33899	431705	96789589	96804175	14587	-	0	overlapStart	0	ASTL
chr2	96811297	96811584	288	*	X33902	1844	96808908	96811179	2272	-	117	upstream	117	DUSP2
chr2	96811418	96811584	167	*	X33903	1844	96808908	96811179	2272	-	238	upstream	238	DUSP2
chr2	96811690	96811779	90	*	X33904	1844	96808908	96811179	2272	-	510	upstream	510	DUSP2
chr2	96811690	96811779	90	*	X33905	1844	96808908	96811179	2272	-	510	upstream	510	DUSP2
chr2	96875276	96875470	195	*	X33908	56910	96850603	96874573	23971	-	702	upstream	702	STARD7
chr2	96875339	96875470	132	*	X33909	56910	96850603	96874573	23971	-	765	upstream	765	STARD7
chr2	96990628	96990762	135	*	X33913	150771	96991062	96994091	3030	+	299	upstream	299	ITPRIPL1
chr2	96990628	96990691	64	*	X33914	150771	96991062	96994091	3030	+	370	upstream	370	ITPRIPL1
chr2	96991018	96991075	58	*	X33915	150771	96991062	96994091	3030	+	0	overlapStart	0	ITPRIPL1
chr2	97000661	97000750	90	*	X33917	23397	97001484	97041274	39791	+	733	upstream	733	NCAPH
chr2	97174670	97174740	71	*	X33920	93082	97163383	97173846	10464	-	823	upstream	823	NEURL3
chr2	97175473	97175577	105	*	X33921	93082	97163383	97173846	10464	-	1626	upstream	1626	NEURL3
chr2	97426806	97426868	63	*	X33932	26504	97426639	97477628	50990	+	0	inside	166	CNNM4
chr2	97536054	97536278	225	*	X33941	54910	97525473	97535735	10263	-	318	upstream	318	SEMA4C
chr2	97536134	97536278	145	*	X33942	54910	97525473	97535735	10263	-	398	upstream	398	SEMA4C
chr2	97761006	97761051	46	*	X33953	151313	97749323	97760582	11260	-	423	upstream	423	FAHD2B
chr2	97761442	97761501	60	*	X33954	151313	97749323	97760582	11260	-	859	upstream	859	FAHD2B
chr2	100106759	100106796	38	*	X33974	51455	100016938	100106480	89543	-	278	upstream	278	REV1
chr2	101435858	101435947	90	*	X33992	4862	101436613	101613287	176675	+	665	upstream	665	NPAS2
chr2	101768086	101768136	51	*	X34008	11138	101623690	101767846	144157	-	239	upstream	239	TBC1D8
chr2	101867665	101867796	132	*	X34009	55571	101869345	101886778	17434	+	1548	upstream	1548	CNOT11
chr2	101867812	101868021	210	*	X34010	55571	101869345	101886778	17434	+	1323	upstream	1323	CNOT11
chr2	101869102	101869104	3	*	X34011	55571	101869345	101886778	17434	+	240	upstream	240	CNOT11
chr2	102313518	102313637	120	*	X34022	9448	102314165	102511152	196988	+	527	upstream	527	MAP4K4
chr2	102313678	102313773	96	*	X34023	9448	102314165	102511152	196988	+	391	upstream	391	MAP4K4
chr2	106360922	106360995	74	*	X34048	8440	106361520	106510730	149211	+	524	upstream	524	NCK2
chr2	110373526	110373645	120	*	X34081	151011	110300374	110371783	71410	-	1742	upstream	1742	SEPTIN10
chr2	110962269	110962478	210	*	X34093	4867	110880914	110962639	81726	-	0	inside	160	NPHP1
chr2	111437090	111437209	120	*	X34095	699	111395409	111435684	40276	-	1405	upstream	1405	BUB1
chr2	111437090	111437209	120	*	X34096	699	111395409	111435684	40276	-	1405	upstream	1405	BUB1
chr2	111490032	111490196	165	*	X34097	55289	111490150	111875799	385650	+	0	overlapStart	0	ACOXL
chr2	111877455	111877574	120	*	X34113	10018	111878491	111926022	47532	+	916	upstream	916	BCL2L11
chr2	111877522	111877574	53	*	X34114	10018	111878491	111926022	47532	+	916	upstream	916	BCL2L11
chr2	112811747	112812119	373	*	X34134	84910	112812800	112876895	64096	+	680	upstream	680	TMEM87B
chr2	113238098	113238217	120	*	X34136	150465	113239743	113290222	50480	+	1525	upstream	1525	TTL
chr2	113402847	113402929	83	*	X34140	6574	113403434	113421400	17967	+	504	upstream	504	SLC20A1
chr2	113402847	113402929	83	*	X34140	400999	113399407	113401757	2351	-	1089	upstream	1089	FLJ42351
chr2	113522851	113522940	90	*	X34148	150468	113495444	113522254	26811	-	596	upstream	596	CKAP2L
chr2	113816379	113816380	2	*	X34154	26525	113816215	113822320	6106	+	0	inside	163	IL36RN
chr2	113992822	113992956	135	*	X34169	654433	113993104	114024600	31497	+	147	upstream	147	PAX8-AS1
chr2	114646662	114646751	90	*	X34179	10096	114647511	114719129	71619	+	759	upstream	759	ACTR3
chr2	119981232	119981300	69	*	X34206	55240	119981384	120023227	41844	+	83	upstream	83	STEAP3
chr2	120123504	120123638	135	*	X34227	1622	120124504	120130122	5619	+	865	upstream	865	DBI
chr2	120123504	120123638	135	*	X34228	1622	120124504	120130122	5619	+	865	upstream	865	DBI
chr2	120436449	120436628	180	*	X34235	80775	120436743	120481191	44449	+	114	upstream	114	TMEM177
chr2	120980989	120981108	120	*	X34240	79134	120975047	120980984	5938	-	4	upstream	4	TMEM185B
chr2	120996439	120996573	135	*	X34244	5899	120997640	121052286	54647	+	1066	upstream	1066	RALB
chr2	121101720	121101839	120	*	X34252	3625	121103719	121109383	5665	+	1879	upstream	1879	INHBB
chr2	121102275	121102556	282	*	X34253	3625	121103719	121109383	5665	+	1162	upstream	1162	INHBB
chr2	121493064	121493206	143	*	X34276	2736	121493199	121750229	257031	+	0	overlapStart	0	GLI2
chr2	122494768	122494920	153	*	X34316	84365	122484521	122494503	9983	-	264	upstream	264	NIFK
chr2	128174265	128174384	120	*	X34370	5624	128175996	128186822	10827	+	1611	upstream	1611	PROC
chr2	128174393	128174527	135	*	X34371	5624	128175996	128186822	10827	+	1468	upstream	1468	PROC
chr2	128616931	128617035	105	*	X34391	5433	128603840	128615729	11890	-	1201	upstream	1201	POLR2D
chr2	133172494	133172525	32	*	X34436	2863	133174147	133404169	230023	+	1621	upstream	1621	GPR39
chr2	133172522	133172525	4	*	X34437	2863	133174147	133404169	230023	+	1621	upstream	1621	GPR39
